Datetime,BTCUSDT,ETHUSDT,MATICUSDT,MANAUSDT
2023-03-29 07:02:03,27530.61,1788.56,1.1122,0.586
2023-03-29 07:03:02,27510.7,1786.93,1.1092,0.5842
2023-03-29 07:04:02,27509.01,1786.54,1.1091,0.5839
2023-03-29 07:05:02,27511.61,1786.94,1.1088,0.5837
2023-03-29 07:06:03,27516.63,1787.32,1.109,0.5838
2023-03-29 07:07:03,27524.0,1788.2,1.1096,0.584
2023-03-29 07:08:03,27524.22,1787.69,1.1099,0.5843
2023-03-29 07:09:02,27529.67,1788.44,1.11,0.5851
2023-03-29 07:10:02,27529.05,1788.17,1.1098,0.585
2023-03-29 07:11:02,27535.32,1788.06,1.1113,0.5857
2023-03-29 07:12:03,27609.7,1791.41,1.1138,0.5868
2023-03-29 07:13:02,27590.0,1790.76,1.1142,0.5867
2023-03-29 07:14:02,27598.47,1791.53,1.1145,0.5866
2023-03-29 07:15:02,27588.47,1791.13,1.1139,0.5863
2023-03-29 07:16:03,27589.09,1791.22,1.1143,0.5867
2023-03-29 07:17:02,27588.79,1791.34,1.1145,0.5873
2023-03-29 07:18:02,27580.25,1790.94,1.1144,0.5871
2023-03-29 07:19:02,27584.49,1791.21,1.1143,0.587
2023-03-29 07:20:03,27606.38,1793.54,1.1176,0.588
2023-03-29 07:21:02,27615.59,1793.18,1.1173,0.5878
2023-03-29 07:22:02,27602.3,1792.48,1.1165,0.5876
2023-03-29 07:23:03,27621.98,1793.27,1.1168,0.5875
2023-03-29 07:24:02,27683.07,1795.93,1.1175,0.5879
2023-03-29 07:25:02,27654.79,1794.35,1.1166,0.5866
2023-03-29 07:26:03,27654.9,1792.73,1.1152,0.586
2023-03-29 07:27:02,27639.0,1791.69,1.1151,0.586
2023-03-29 07:28:03,27853.8,1802.39,1.1236,0.5888
2023-03-29 07:29:02,27976.7,1811.11,1.136,0.5915
2023-03-29 07:30:02,27996.79,1809.97,1.134,0.5942
2023-03-29 07:31:02,28098.16,1814.72,1.1419,0.5951
2023-03-29 07:32:02,28045.11,1810.99,1.1381,0.594
2023-03-29 07:33:02,28106.33,1812.91,1.139,0.5944
2023-03-29 07:34:02,28095.58,1811.36,1.1358,0.5934
2023-03-29 07:35:02,28096.77,1812.0,1.1362,0.594
2023-03-29 07:36:02,28126.34,1811.68,1.136,0.5935
2023-03-29 07:37:03,28124.57,1811.11,1.1352,0.5932
2023-03-29 07:38:02,28104.41,1809.73,1.1367,0.5935
2023-03-29 07:39:02,28096.32,1808.22,1.135,0.5924
2023-03-29 07:40:03,28029.78,1805.39,1.1335,0.5916
2023-03-29 07:41:02,28067.0,1806.67,1.1364,0.593
2023-03-29 07:42:03,28099.25,1808.79,1.1373,0.5934
2023-03-29 07:43:02,28096.8,1809.0,1.1368,0.5932
2023-03-29 07:44:02,28084.38,1809.6,1.1368,0.5933
2023-03-29 07:45:02,28085.58,1809.84,1.1374,0.5938
2023-03-29 07:46:03,28095.41,1808.75,1.1358,0.5939
2023-03-29 07:47:02,28109.83,1809.59,1.138,0.5942
2023-03-29 07:48:02,28083.84,1807.02,1.1369,0.5937
2023-03-29 07:49:03,28069.47,1805.92,1.1365,0.5929
2023-03-29 07:50:03,28047.14,1804.72,1.1356,0.5926
2023-03-29 07:51:02,28033.34,1803.31,1.1344,0.5923
2023-03-29 07:52:03,28029.51,1804.06,1.1338,0.5916
2023-03-29 07:53:02,28045.19,1805.0,1.1354,0.5923
2023-03-29 07:54:02,28050.0,1804.87,1.1352,0.5926
2023-03-29 07:55:02,28035.06,1804.09,1.1344,0.5924
2023-03-29 07:56:02,28063.43,1804.73,1.1354,0.5923
2023-03-29 07:57:02,28057.7,1804.6,1.1357,0.5929
2023-03-29 07:58:02,28058.1,1804.44,1.1359,0.5922
2023-03-29 07:59:03,28048.8,1803.56,1.1346,0.5917
2023-03-29 08:00:03,28057.92,1805.32,1.1363,0.5926
2023-03-29 08:01:02,28036.23,1803.94,1.1352,0.593
2023-03-29 08:02:02,28052.83,1805.24,1.136,0.5938
2023-03-29 08:03:03,28057.48,1805.41,1.1361,0.5936
2023-03-29 08:04:02,28037.72,1804.6,1.1349,0.5932
2023-03-29 08:05:02,28026.08,1804.01,1.1342,0.5927
2023-03-29 08:06:03,28027.19,1804.61,1.1348,0.5926
2023-03-29 08:07:03,28031.27,1804.99,1.1354,0.5925
2023-03-29 08:08:02,28011.12,1804.25,1.1342,0.5923
2023-03-29 08:09:02,27999.19,1804.12,1.1334,0.5921
2023-03-29 08:10:03,27989.65,1803.62,1.1325,0.5916
2023-03-29 08:11:03,27999.51,1803.98,1.1323,0.5918
2023-03-29 08:12:02,28004.79,1803.95,1.1322,0.5915
2023-03-29 08:13:02,27994.94,1803.31,1.1315,0.5914
2023-03-29 08:14:02,27989.21,1803.18,1.1307,0.5911
2023-03-29 08:15:03,27985.64,1803.48,1.1293,0.5913
2023-03-29 08:16:03,28020.95,1804.49,1.1307,0.5917
2023-03-29 08:17:03,28021.24,1804.76,1.1313,0.5912
2023-03-29 08:18:02,28044.59,1805.49,1.1314,0.5917
2023-03-29 08:19:02,28066.99,1807.71,1.1332,0.5936
2023-03-29 08:20:02,28080.75,1807.59,1.1332,0.5933
2023-03-29 08:21:03,28076.09,1806.71,1.1339,0.5937
2023-03-29 08:22:02,28073.75,1806.37,1.1341,0.5934
2023-03-29 08:23:02,28080.8,1806.27,1.135,0.5931
2023-03-29 08:24:02,28081.19,1806.34,1.1352,0.5932
2023-03-29 08:25:03,28080.0,1805.76,1.1342,0.5932
2023-03-29 08:26:02,28052.98,1804.85,1.1333,0.5927
2023-03-29 08:27:02,28076.41,1806.1,1.1345,0.5931
2023-03-29 08:28:03,28077.23,1807.41,1.1355,0.5936
2023-03-29 08:29:03,28071.41,1806.33,1.1353,0.5933
2023-03-29 08:30:02,28055.41,1806.8,1.1356,0.5937
2023-03-29 08:31:02,28069.2,1807.49,1.1369,0.5935
2023-03-29 08:32:03,28074.0,1807.29,1.1367,0.5936
2023-03-29 08:33:02,28065.58,1806.12,1.1351,0.5927
2023-03-29 08:34:03,28069.97,1806.41,1.1349,0.5925
2023-03-29 08:35:02,28079.0,1806.93,1.1354,0.5928
2023-03-29 08:36:02,28090.02,1807.2,1.1353,0.5929
2023-03-29 08:37:02,28075.16,1806.76,1.1355,0.5928
2023-03-29 08:38:02,28082.98,1807.19,1.1362,0.5931
2023-03-29 08:39:03,28099.0,1808.58,1.138,0.5934
2023-03-29 08:40:03,28093.92,1807.94,1.1386,0.5931
2023-03-29 08:41:02,28118.5,1809.12,1.1396,0.5933
2023-03-29 08:42:02,28135.02,1809.04,1.14,0.5933
2023-03-29 08:43:03,28136.4,1809.5,1.1416,0.5931
2023-03-29 08:44:03,28118.61,1808.42,1.1391,0.5931
2023-03-29 08:45:02,28150.04,1809.99,1.1414,0.5937
2023-03-29 08:46:02,28151.04,1810.12,1.1413,0.5935
2023-03-29 08:47:03,28130.18,1809.17,1.1406,0.5936
2023-03-29 08:48:03,28135.81,1809.22,1.1402,0.5935
2023-03-29 08:49:02,28135.24,1809.23,1.1402,0.5935
2023-03-29 08:50:02,28153.04,1810.25,1.1403,0.5938
2023-03-29 08:51:02,28156.28,1810.34,1.1399,0.5936
2023-03-29 08:52:02,28147.01,1809.0,1.1381,0.5931
2023-03-29 08:53:02,28134.32,1808.42,1.1388,0.593
2023-03-29 08:54:03,28124.51,1808.03,1.138,0.5926
2023-03-29 08:55:03,28103.67,1806.73,1.137,0.5924
2023-03-29 08:56:03,28099.06,1806.01,1.1376,0.5927
2023-03-29 08:57:02,28080.11,1805.33,1.1366,0.5923
2023-03-29 08:58:02,28074.01,1804.93,1.1362,0.5922
2023-03-29 08:59:02,28075.19,1804.53,1.1343,0.5922
2023-03-29 09:00:03,28086.83,1804.94,1.1346,0.5921
2023-03-29 09:01:02,28090.0,1805.68,1.1354,0.5922
2023-03-29 09:02:02,28079.76,1805.17,1.1358,0.5925
2023-03-29 09:03:02,28063.05,1804.23,1.1351,0.5919
2023-03-29 09:04:03,28063.99,1803.0,1.1342,0.5916
2023-03-29 09:05:03,28045.98,1801.51,1.1334,0.5901
2023-03-29 09:06:02,28057.99,1801.72,1.1335,0.5904
2023-03-29 09:07:02,28077.66,1802.38,1.1337,0.5903
2023-03-29 09:08:02,28080.11,1802.5,1.1347,0.5903
2023-03-29 09:09:03,28098.56,1804.21,1.1354,0.5911
2023-03-29 09:10:03,28108.02,1804.49,1.1355,0.5915
2023-03-29 09:11:02,28129.17,1804.89,1.1361,0.5914
2023-03-29 09:12:02,28254.87,1809.02,1.1389,0.593
2023-03-29 09:13:03,28308.5,1811.45,1.1398,0.5934
2023-03-29 09:14:03,28320.0,1812.31,1.1408,0.5936
2023-03-29 09:15:02,28337.49,1814.62,1.1432,0.5952
2023-03-29 09:16:02,28299.89,1813.01,1.1421,0.5959
2023-03-29 09:17:03,28339.21,1816.8,1.1427,0.5967
2023-03-29 09:18:03,28347.92,1818.78,1.1438,0.5962
2023-03-29 09:19:02,28335.05,1819.12,1.1426,0.5961
2023-03-29 09:20:02,28307.22,1816.25,1.1408,0.5954
2023-03-29 09:21:03,28344.86,1817.61,1.1415,0.5967
2023-03-29 09:22:02,28333.21,1817.4,1.1407,0.5976
2023-03-29 09:23:02,28367.2,1818.36,1.1405,0.5996
2023-03-29 09:24:02,28439.21,1819.76,1.141,0.6007
2023-03-29 09:25:02,28467.97,1820.07,1.1422,0.6028
2023-03-29 09:26:03,28464.16,1818.66,1.1411,0.6023
2023-03-29 09:27:03,28471.72,1818.06,1.1406,0.6015
2023-03-29 09:28:02,28479.07,1819.61,1.1418,0.6009
2023-03-29 09:29:02,28465.23,1819.46,1.1408,0.6002
2023-03-29 09:30:02,28466.72,1819.04,1.1412,0.5998
2023-03-29 09:31:03,28472.0,1818.89,1.1398,0.5994
2023-03-29 09:32:02,28430.76,1817.12,1.138,0.5982
2023-03-29 09:33:02,28476.88,1817.81,1.1382,0.5987
2023-03-29 09:34:02,28548.99,1821.03,1.1409,0.5997
2023-03-29 09:35:03,28584.59,1821.71,1.1416,0.6014
2023-03-29 09:36:03,28564.92,1820.33,1.1404,0.601
2023-03-29 09:37:02,28582.42,1821.23,1.1414,0.6003
2023-03-29 09:38:02,28609.36,1824.78,1.1425,0.6013
2023-03-29 09:39:03,28608.19,1824.96,1.1424,0.6014
2023-03-29 09:40:02,28551.56,1822.51,1.1402,0.6005
2023-03-29 09:41:02,28548.98,1821.88,1.1402,0.5999
2023-03-29 09:42:03,28532.99,1821.27,1.1406,0.6
2023-03-29 09:43:02,28507.18,1819.43,1.139,0.5999
2023-03-29 09:44:02,28482.55,1818.78,1.1381,0.5998
2023-03-29 09:45:02,28459.98,1817.81,1.1376,0.6001
2023-03-29 09:46:02,28484.15,1819.1,1.1386,0.6009
2023-03-29 09:47:03,28480.49,1817.74,1.1395,0.6009
2023-03-29 09:48:03,28487.0,1818.18,1.1399,0.6007
2023-03-29 09:49:02,28482.37,1818.97,1.1402,0.6015
2023-03-29 09:50:02,28490.0,1819.26,1.1409,0.6019
2023-03-29 09:51:03,28513.18,1820.01,1.1423,0.6029
2023-03-29 09:52:02,28525.66,1820.6,1.142,0.6027
2023-03-29 09:53:02,28550.0,1822.21,1.1439,0.6035
2023-03-29 09:54:03,28512.02,1820.84,1.1432,0.6032
2023-03-29 09:55:02,28474.41,1819.81,1.1428,0.603
2023-03-29 09:56:02,28535.21,1822.1,1.1433,0.6039
2023-03-29 09:57:02,28554.78,1821.94,1.1441,0.6039
2023-03-29 09:58:02,28530.57,1821.15,1.1423,0.6035
2023-03-29 09:59:03,28493.88,1819.58,1.1407,0.6027
2023-03-29 10:00:03,28513.68,1820.95,1.1419,0.6036
2023-03-29 10:01:02,28532.16,1821.02,1.1417,0.6036
2023-03-29 10:02:02,28508.12,1820.18,1.1412,0.6039
2023-03-29 10:03:03,28498.42,1820.71,1.1416,0.6043
2023-03-29 10:04:02,28509.05,1820.71,1.1424,0.6043
2023-03-29 10:05:03,28484.81,1819.83,1.1422,0.6045
2023-03-29 10:06:02,28501.0,1821.19,1.1427,0.6057
2023-03-29 10:07:02,28493.57,1820.59,1.1432,0.6056
2023-03-29 10:08:02,28474.41,1819.73,1.1422,0.6061
2023-03-29 10:09:02,28480.38,1820.23,1.1426,0.6058
2023-03-29 10:10:02,28498.0,1820.63,1.1427,0.6054
2023-03-29 10:11:03,28539.99,1822.09,1.1433,0.6055
2023-03-29 10:12:02,28549.99,1822.56,1.1445,0.6061
2023-03-29 10:13:03,28557.57,1823.27,1.1452,0.606
2023-03-29 10:14:03,28546.5,1823.27,1.1447,0.6052
2023-03-29 10:15:02,28520.38,1821.86,1.1444,0.6047
2023-03-29 10:16:02,28511.0,1821.64,1.1423,0.605
2023-03-29 10:17:02,28496.23,1820.77,1.1405,0.6042
2023-03-29 10:18:02,28494.43,1820.3,1.1407,0.6043
2023-03-29 10:19:03,28480.86,1819.62,1.1407,0.6045
2023-03-29 10:20:03,28490.4,1820.67,1.1419,0.6058
2023-03-29 10:21:03,28521.12,1822.68,1.1431,0.6057
2023-03-29 10:22:03,28524.94,1823.15,1.1427,0.605
2023-03-29 10:23:03,28502.26,1822.84,1.1427,0.6052
2023-03-29 10:24:03,28483.0,1822.41,1.1417,0.6049
2023-03-29 10:25:03,28506.08,1823.38,1.1425,0.6053
2023-03-29 10:26:02,28521.58,1824.0,1.143,0.6042
2023-03-29 10:27:02,28504.66,1823.45,1.1419,0.6036
2023-03-29 10:28:02,28512.52,1823.9,1.1422,0.6037
2023-03-29 10:29:03,28441.41,1820.73,1.1393,0.6022
2023-03-29 10:30:03,28427.19,1819.92,1.1394,0.6
2023-03-29 10:31:02,28442.59,1820.23,1.1392,0.6001
2023-03-29 10:32:02,28435.82,1820.01,1.1401,0.5998
2023-03-29 10:33:02,28438.57,1819.71,1.1402,0.5989
2023-03-29 10:34:03,28429.99,1819.35,1.1407,0.5992
2023-03-29 10:35:02,28394.37,1819.02,1.141,0.5991
2023-03-29 10:36:02,28418.93,1818.5,1.141,0.5987
2023-03-29 10:37:02,28449.01,1819.29,1.142,0.5988
2023-03-29 10:38:03,28447.21,1818.76,1.1411,0.5988
2023-03-29 10:39:03,28426.75,1818.23,1.1407,0.5991
2023-03-29 10:40:03,28435.21,1818.91,1.1405,0.5998
2023-03-29 10:41:02,28419.64,1818.28,1.1404,0.5992
2023-03-29 10:42:02,28406.37,1817.57,1.1395,0.5986
2023-03-29 10:43:03,28402.35,1817.46,1.1394,0.5981
2023-03-29 10:44:03,28394.49,1816.99,1.14,0.5977
2023-03-29 10:45:02,28372.35,1816.73,1.1403,0.5987
2023-03-29 10:46:02,28377.24,1817.36,1.1411,0.5992
2023-03-29 10:47:03,28366.6,1816.32,1.1401,0.5987
2023-03-29 10:48:03,28374.79,1816.4,1.1407,0.5985
2023-03-29 10:49:02,28374.03,1816.17,1.1397,0.5982
2023-03-29 10:50:02,28373.07,1816.52,1.1402,0.5983
2023-03-29 10:51:02,28363.63,1816.64,1.1399,0.5981
2023-03-29 10:52:03,28350.17,1816.36,1.1397,0.5979
2023-03-29 10:53:03,28341.3,1815.83,1.1395,0.5972
2023-03-29 10:54:03,28328.4,1814.57,1.1391,0.597
2023-03-29 10:55:02,28329.25,1814.23,1.1385,0.5964
2023-03-29 10:56:03,28368.98,1816.24,1.14,0.5974
2023-03-29 10:57:03,28368.18,1815.85,1.1401,0.5978
2023-03-29 10:58:02,28333.14,1814.48,1.1388,0.5973
2023-03-29 10:59:02,28334.73,1814.96,1.1399,0.5978
2023-03-29 11:00:03,28317.32,1814.25,1.1392,0.5974
2023-03-29 11:01:03,28319.02,1814.36,1.1391,0.5974
2023-03-29 11:02:03,28322.94,1814.42,1.1393,0.5975
2023-03-29 11:03:02,28327.23,1814.75,1.1397,0.5983
2023-03-29 11:04:02,28339.78,1815.03,1.1399,0.5987
2023-03-29 11:05:03,28339.18,1814.74,1.1403,0.5992
2023-03-29 11:06:02,28318.93,1812.53,1.1395,0.5984
2023-03-29 11:07:02,28334.4,1814.02,1.1397,0.5984
2023-03-29 11:08:02,28347.52,1814.75,1.1401,0.5983
2023-03-29 11:09:02,28347.96,1814.68,1.1395,0.5978
2023-03-29 11:10:03,28358.77,1814.73,1.1391,0.5978
2023-03-29 11:11:03,28368.99,1815.6,1.1395,0.5992
2023-03-29 11:12:03,28355.58,1815.51,1.1392,0.5988
2023-03-29 11:13:03,28324.01,1814.09,1.1382,0.5984
2023-03-29 11:14:02,28326.1,1814.5,1.1383,0.5981
2023-03-29 11:15:02,28309.24,1813.55,1.1372,0.5974
2023-03-29 11:16:03,28312.55,1813.78,1.1379,0.5974
2023-03-29 11:17:02,28282.44,1811.29,1.1362,0.5969
2023-03-29 11:18:03,28283.55,1811.81,1.1365,0.5974
2023-03-29 11:19:02,28297.88,1812.19,1.1365,0.598
2023-03-29 11:20:02,28316.07,1813.04,1.1368,0.5981
2023-03-29 11:21:03,28346.1,1814.18,1.1382,0.5988
2023-03-29 11:22:02,28350.98,1814.5,1.1384,0.5994
2023-03-29 11:23:02,28371.91,1815.62,1.1386,0.5996
2023-03-29 11:24:02,28372.68,1815.75,1.1395,0.5999
2023-03-29 11:25:03,28401.49,1816.7,1.141,0.6006
2023-03-29 11:26:02,28394.53,1815.36,1.1404,0.6005
2023-03-29 11:27:03,28429.11,1817.55,1.1417,0.6008
2023-03-29 11:28:02,28411.82,1816.86,1.1404,0.6002
2023-03-29 11:29:03,28410.0,1816.43,1.1404,0.5999
2023-03-29 11:30:03,28390.93,1815.82,1.14,0.5999
2023-03-29 11:31:02,28390.2,1815.67,1.1389,0.6002
2023-03-29 11:32:03,28394.8,1815.78,1.1391,0.5998
2023-03-29 11:33:03,28406.75,1816.58,1.1399,0.6003
2023-03-29 11:34:02,28401.01,1816.5,1.1389,0.6004
2023-03-29 11:35:02,28402.89,1816.24,1.1388,0.6005
2023-03-29 11:36:03,28414.46,1816.81,1.1398,0.6008
2023-03-29 11:37:03,28438.8,1817.34,1.1409,0.6012
2023-03-29 11:38:03,28418.67,1817.14,1.1406,0.6007
2023-03-29 11:39:03,28428.87,1817.39,1.1411,0.6012
2023-03-29 11:40:02,28417.5,1817.11,1.1413,0.6017
2023-03-29 11:41:02,28404.09,1816.5,1.1405,0.6015
2023-03-29 11:42:02,28397.95,1816.19,1.1404,0.6015
2023-03-29 11:43:03,28374.4,1813.15,1.1391,0.6007
2023-03-29 11:44:02,28368.99,1812.35,1.1389,0.6006
2023-03-29 11:45:02,28386.94,1813.59,1.1395,0.6012
2023-03-29 11:46:03,28387.03,1813.4,1.1395,0.601
2023-03-29 11:47:03,28370.68,1812.63,1.1391,0.6008
2023-03-29 11:48:02,28369.18,1812.64,1.1391,0.6005
2023-03-29 11:49:02,28355.0,1812.17,1.1388,0.6003
2023-03-29 11:50:03,28373.25,1813.51,1.1396,0.6
2023-03-29 11:51:03,28361.77,1813.16,1.139,0.5998
2023-03-29 11:52:02,28350.01,1812.19,1.1379,0.5993
2023-03-29 11:53:03,28325.94,1811.04,1.1379,0.5993
2023-03-29 11:54:02,28336.99,1811.54,1.1382,0.5992
2023-03-29 11:55:03,28324.54,1810.67,1.1374,0.5988
2023-03-29 11:56:03,28333.49,1809.43,1.1366,0.5983
2023-03-29 11:57:02,28365.18,1810.7,1.1376,0.5987
2023-03-29 11:58:02,28390.29,1811.6,1.138,0.5992
2023-03-29 11:59:03,28385.57,1811.49,1.1376,0.5994
2023-03-29 12:00:03,28382.22,1811.06,1.137,0.5992
2023-03-29 12:01:02,28381.67,1811.23,1.1369,0.5994
2023-03-29 12:02:03,28318.03,1807.02,1.1357,0.5984
2023-03-29 12:03:03,28303.03,1806.1,1.1347,0.5981
2023-03-29 12:04:03,28301.32,1806.54,1.1345,0.5983
2023-03-29 12:05:03,28287.08,1805.36,1.1332,0.5976
2023-03-29 12:06:03,28310.71,1807.0,1.1339,0.5986
2023-03-29 12:08:03,28303.85,1807.1,1.1346,0.5987
2023-03-29 12:09:03,28285.61,1806.84,1.1347,0.5984
2023-03-29 12:10:03,28283.9,1806.55,1.1344,0.5978
2023-03-29 12:11:03,28299.82,1808.17,1.1367,0.5987
2023-03-29 12:12:02,28300.45,1808.35,1.1372,0.599
2023-03-29 12:13:02,28292.91,1807.88,1.1363,0.5985
2023-03-29 12:14:03,28282.39,1807.0,1.1358,0.5982
2023-03-29 12:15:03,28276.81,1806.93,1.1356,0.5983
2023-03-29 12:16:03,28276.0,1806.98,1.1356,0.5987
2023-03-29 12:17:02,28272.87,1806.82,1.1352,0.5987
2023-03-29 12:18:02,28288.75,1807.84,1.1355,0.5989
2023-03-29 12:19:03,28284.04,1807.22,1.1347,0.5985
2023-03-29 12:20:02,28289.21,1807.59,1.1351,0.5987
2023-03-29 12:21:02,28300.0,1807.75,1.1365,0.5991
2023-03-29 12:22:02,28320.25,1808.66,1.1375,0.5995
2023-03-29 12:23:02,28325.97,1808.78,1.1375,0.5994
2023-03-29 12:24:02,28310.77,1808.12,1.1373,0.5993
2023-03-29 12:25:03,28332.26,1809.09,1.1382,0.5999
2023-03-29 12:26:03,28329.84,1809.19,1.1381,0.5999
2023-03-29 12:27:02,28339.89,1809.99,1.1389,0.6003
2023-03-29 12:28:02,28359.37,1811.23,1.1397,0.6005
2023-03-29 12:29:03,28348.62,1810.03,1.1389,0.6003
2023-03-29 12:30:03,28337.37,1809.77,1.1385,0.5998
2023-03-29 12:31:02,28339.7,1809.93,1.1387,0.5999
2023-03-29 12:32:03,28329.99,1809.45,1.1377,0.5996
2023-03-29 12:33:03,28335.6,1809.89,1.1379,0.5997
2023-03-29 12:34:03,28328.61,1809.4,1.1376,0.5998
2023-03-29 12:35:02,28320.58,1809.21,1.1376,0.5999
2023-03-29 12:36:02,28325.4,1809.57,1.1379,0.6
2023-03-29 12:37:03,28310.58,1808.59,1.1375,0.6
2023-03-29 12:38:02,28304.7,1808.59,1.138,0.6002
2023-03-29 12:39:02,28311.37,1808.79,1.1376,0.6001
2023-03-29 12:40:02,28305.97,1808.47,1.1375,0.5997
2023-03-29 12:41:03,28315.0,1809.42,1.1389,0.6004
2023-03-29 12:42:02,28322.15,1809.84,1.1392,0.6004
2023-03-29 12:43:03,28319.51,1809.41,1.1395,0.6006
2023-03-29 12:44:02,28300.0,1808.26,1.1383,0.6
2023-03-29 12:45:02,28310.5,1808.81,1.1385,0.6
2023-03-29 12:46:03,28317.91,1809.22,1.139,0.6005
2023-03-29 12:47:03,28322.15,1809.23,1.1387,0.6003
2023-03-29 12:48:02,28341.73,1810.44,1.1396,0.6009
2023-03-29 12:49:03,28326.92,1809.5,1.1385,0.6004
2023-03-29 12:50:02,28306.94,1808.43,1.1373,0.5996
2023-03-29 12:51:02,28301.46,1807.51,1.1366,0.5997
2023-03-29 12:52:02,28325.39,1809.22,1.137,0.5999
2023-03-29 12:53:02,28329.71,1809.11,1.1372,0.6
2023-03-29 12:54:02,28344.52,1809.92,1.1383,0.6006
2023-03-29 12:55:02,28336.8,1809.44,1.1377,0.6006
2023-03-29 12:56:02,28348.97,1810.43,1.1386,0.6008
2023-03-29 12:57:02,28347.95,1810.33,1.1388,0.6011
2023-03-29 12:58:02,28365.98,1811.58,1.1396,0.6019
2023-03-29 12:59:03,28351.17,1810.77,1.138,0.6014
2023-03-29 13:00:02,28355.48,1811.42,1.1395,0.6019
2023-03-29 13:01:03,28358.32,1810.95,1.139,0.6018
2023-03-29 13:02:02,28371.41,1812.08,1.1407,0.6024
2023-03-29 13:03:03,28360.0,1811.56,1.1403,0.6027
2023-03-29 13:04:02,28339.95,1811.3,1.1404,0.6029
2023-03-29 13:05:03,28352.0,1811.96,1.1414,0.6035
2023-03-29 13:06:02,28332.28,1810.65,1.1402,0.603
2023-03-29 13:07:03,28371.4,1811.7,1.1412,0.6032
2023-03-29 13:08:03,28387.75,1812.04,1.1416,0.6033
2023-03-29 13:09:02,28385.61,1811.26,1.141,0.6031
2023-03-29 13:10:03,28375.47,1809.23,1.1382,0.6018
2023-03-29 13:11:02,28360.4,1807.7,1.1361,0.6006
2023-03-29 13:12:02,28313.57,1804.72,1.1334,0.5992
2023-03-29 13:13:03,28337.19,1806.61,1.1358,0.601
2023-03-29 13:14:02,28324.87,1804.99,1.135,0.6003
2023-03-29 13:15:02,28326.94,1804.91,1.1349,0.6002
2023-03-29 13:16:03,28326.09,1805.21,1.1347,0.6
2023-03-29 13:17:03,28312.93,1804.9,1.1337,0.5994
2023-03-29 13:18:03,28322.75,1805.66,1.1346,0.5999
2023-03-29 13:19:03,28324.23,1806.53,1.1351,0.6003
2023-03-29 13:20:03,28303.79,1804.06,1.1333,0.5987
2023-03-29 13:21:03,28282.12,1803.46,1.1319,0.5981
2023-03-29 13:22:03,28275.74,1803.68,1.1323,0.5991
2023-03-29 13:23:02,28259.58,1803.07,1.1317,0.5986
2023-03-29 13:24:03,28278.95,1804.27,1.1321,0.5993
2023-03-29 13:25:02,28299.99,1805.85,1.1331,0.6002
2023-03-29 13:26:02,28310.13,1806.15,1.1329,0.6001
2023-03-29 13:27:03,28333.0,1807.62,1.134,0.6008
2023-03-29 13:28:03,28334.58,1807.71,1.1344,0.6014
2023-03-29 13:29:03,28349.36,1807.96,1.1341,0.6012
2023-03-29 13:30:03,28356.96,1808.9,1.1347,0.601
2023-03-29 13:31:02,28351.41,1808.08,1.1333,0.6004
2023-03-29 13:32:02,28360.01,1807.3,1.1311,0.6001
2023-03-29 13:33:02,28375.98,1808.38,1.1298,0.6001
2023-03-29 13:34:02,28376.99,1808.13,1.1297,0.6
2023-03-29 13:35:03,28353.68,1807.49,1.1296,0.5996
2023-03-29 13:36:02,28340.77,1806.48,1.1292,0.5988
2023-03-29 13:37:02,28331.22,1806.06,1.1291,0.5989
2023-03-29 13:38:02,28322.49,1805.64,1.1281,0.5979
2023-03-29 13:39:03,28314.55,1805.42,1.128,0.5975
2023-03-29 13:40:02,28336.43,1806.42,1.128,0.5984
2023-03-29 13:41:02,28340.0,1806.42,1.1277,0.5977
2023-03-29 13:42:02,28331.86,1806.2,1.1278,0.5979
2023-03-29 13:43:02,28344.99,1806.99,1.1283,0.5986
2023-03-29 13:44:03,28338.02,1806.99,1.1287,0.5986
2023-03-29 13:45:03,28334.08,1806.54,1.1279,0.5986
2023-03-29 13:46:03,28331.34,1805.88,1.1273,0.5973
2023-03-29 13:47:02,28364.12,1807.52,1.1294,0.5985
2023-03-29 13:48:02,28369.57,1807.74,1.1301,0.5987
2023-03-29 13:49:02,28374.47,1807.91,1.1309,0.599
2023-03-29 13:50:03,28362.4,1807.05,1.1308,0.5987
2023-03-29 13:51:03,28360.29,1807.43,1.1308,0.5987
2023-03-29 13:52:02,28367.5,1807.49,1.1307,0.5983
2023-03-29 13:53:02,28380.14,1807.83,1.1309,0.5985
2023-03-29 13:54:03,28387.93,1808.17,1.1307,0.5985
2023-03-29 13:55:03,28390.0,1808.36,1.1305,0.5989
2023-03-29 13:56:03,28406.38,1809.05,1.1324,0.5994
2023-03-29 13:57:03,28436.96,1811.03,1.1352,0.6
2023-03-29 13:58:03,28425.15,1810.64,1.1355,0.6
2023-03-29 13:59:03,28453.01,1811.77,1.1365,0.6004
2023-03-29 14:00:02,28441.76,1810.81,1.1355,0.5996
2023-03-29 14:01:03,28441.51,1810.14,1.1361,0.5998
2023-03-29 14:02:02,28430.0,1810.09,1.1363,0.6001
2023-03-29 14:03:03,28463.98,1811.7,1.1374,0.6009
2023-03-29 14:04:03,28433.04,1809.85,1.1357,0.5995
2023-03-29 14:05:03,28419.6,1809.14,1.1358,0.5996
2023-03-29 14:06:02,28406.54,1809.03,1.1349,0.5995
2023-03-29 14:07:02,28422.0,1809.52,1.1348,0.5993
